point,gentry_transect,meter,circumference,dbh,stem,family,genus,species,name,code
AZ043,AZGEN043,14.5,100,31.83,1,Boraginaceae,Cordia,alliodora,Cordia alliodora,CORDAL
AZ043,AZGEN043,25.3,119,37.88,1,Arecaceae,Astrocaryum,standleyanum,Astrocaryum standleyanum,AST1ST
AZ043,AZGEN043,25.3,18,5.73,1,Moraceae,Ficus,americana,Ficus americana,FICUAM
AZ043,AZGEN043,25.3,42,13.37,2,Moraceae,Ficus,americana,Ficus americana,FICUAM
AZ043,AZGEN043,25.3,110,35.01,1,Arecaceae,Astrocaryum,standleyanum,Astrocaryum standleyanum,AST1ST
AZ043,AZGEN043,46.2,41,13.05,1,Muntingiaceae,Muntingia,calabura,Muntingia calabura,MUNTCA
AZ043,AZGEN043,48.3,120,38.2,1,Malpighiaceae,Byrsonima,crassifolia,Byrsonima crassifolia,BYRSCR
AZ043,AZGEN043,49.2,103,32.79,1,Malvaceae,Pseudobombax,septenatum,Pseudobombax septenatum,PSE1SE
AZ043,AZGEN043,49.6,24,7.64,1,Malvaceae,Pseudobombax,septenatum,Pseudobombax septenatum,PSE1SE
AZ043,AZGEN043,49.3,18,5.73,1,Fabaceae,Vachellia,collinsii,Vachellia collinsii,ACACCO
AZ043,AZGEN043,49.7,67,21.33,1,Moraceae,Ficus,pertusa,Ficus pertusa,FICUPE
AZ043,AZGEN043,49.7,41,13.05,2,Moraceae,Ficus,pertusa,Ficus pertusa,FICUPE
AZ043,AZGEN043,49.7,43,13.69,3,Moraceae,Ficus,pertusa,Ficus pertusa,FICUPE
AZ043,AZGEN043,49.7,53,16.87,4,Moraceae,Ficus,pertusa,Ficus pertusa,FICUPE
AZ044,AZGEN044,1,26,8.28,1,Meliaceae,Trichilia,pleeana,Trichilia pleeana,TRI2PL
AZ044,AZGEN044,2.6,24,7.64,1,Acanthaceae,Trichanthera,gigantea,Trichanthera gigantea,TRI1GI
AZ044,AZGEN044,2.6,24,7.64,2,Acanthaceae,Trichanthera,gigantea,Trichanthera gigantea,TRI1GI
AZ044,AZGEN044,3.1,6,1.91,1,Menispermaceae,Hyperbaena,tonduzii,Hyperbaena tonduzii,HYPETO
AZ044,AZGEN044,5,14,4.46,1,Arecaceae,Bactris,major,Bactris major,BACTMA
AZ044,AZGEN044,5,14,4.46,2,Arecaceae,Bactris,major,Bactris major,BACTMA
AZ044,AZGEN044,5,10,3.18,3,Arecaceae,Bactris,major,Bactris major,BACTMA
AZ044,AZGEN044,5,9,2.86,4,Arecaceae,Bactris,major,Bactris major,BACTMA
AZ044,AZGEN044,5,7,2.23,5,Arecaceae,Bactris,major,Bactris major,BACTMA
AZ044,AZGEN044,7.8,38.2,12.16,1,Rubiaceae,Faramea,occidentalis,Faramea occidentalis,FARAOC
AZ044,AZGEN044,8.4,9,2.86,1,Bignoniaceae,Mansoa,sp. 1,Mansoa sp. 1,
AZ044,AZGEN044,12,7,2.23,1,Menispermaceae,Hyperbaena,tonduzii,Hyperbaena tonduzii,HYPETO
AZ044,AZGEN044,13,42,13.37,1,Meliaceae,Trichilia,pleeana,Trichilia pleeana,TRI2PL
AZ044,AZGEN044,15.4,25,7.96,1,Simaroubaceae,Homalolepis,cedron,Homalolepis cedron,SIM1CE
AZ044,AZGEN044,16.3,8,2.55,1,Menispermaceae,Hyperbaena,tonduzii,Hyperbaena tonduzii,HYPETO
AZ044,AZGEN044,17.8,6,1.91,1,Meliaceae,Trichilia,pleeana,Trichilia pleeana,TRI2PL
AZ044,AZGEN044,19.4,47,14.96,1,Arecaceae,Astrocaryum,standleyanum,Astrocaryum standleyanum,AST1ST
AZ044,AZGEN044,20,13,4.14,1,Arecaceae,Bactris,major,Bactris major,BACTMA
AZ044,AZGEN044,20,11,3.5,2,Arecaceae,Bactris,major,Bactris major,BACTMA
AZ044,AZGEN044,20,11,3.5,3,Arecaceae,Bactris,major,Bactris major,BACTMA
AZ044,AZGEN044,20,10,3.18,4,Arecaceae,Bactris,major,Bactris major,BACTMA
AZ044,AZGEN044,20,8,2.55,5,Arecaceae,Bactris,major,Bactris major,BACTMA
AZ044,AZGEN044,21.6,140,44.56,1,Malvaceae,Luehea,seemannii,Luehea seemannii,LUEHSE
AZ044,AZGEN044,22.1,135,42.97,1,Fabaceae,Inga,laurina,Inga laurina,INGAFA
AZ044,AZGEN044,23,8,2.55,1,Meliaceae,Trichilia,pleeana,Trichilia pleeana,TRI2PL
AZ044,AZGEN044,24.2,11,3.5,1,Meliaceae,Trichilia,pleeana,Trichilia pleeana,TRI2PL
AZ044,AZGEN044,25.8,12,3.82,1,Arecaceae,Bactris,major,Bactris major,BACTMA
AZ044,AZGEN044,25.8,8,2.55,2,Arecaceae,Bactris,major,Bactris major,BACTMA
AZ044,AZGEN044,26.3,115,36.61,1,Elaeocarpaceae,Sloanea,terniflora,Sloanea terniflora,SLOATE
AZ044,AZGEN044,27.8,8,2.55,1,Meliaceae,Trichilia,pleeana,Trichilia pleeana,TRI2PL
AZ044,AZGEN044,27.9,18,5.73,1,Meliaceae,Trichilia,pleeana,Trichilia pleeana,TRI2PL
AZ044,AZGEN044,30.2,170,54.11,1,Malvaceae,Luehea,seemannii,Luehea seemannii,LUEHSE
AZ044,AZGEN044,34.6,9,2.86,1,Meliaceae,Trichilia,pleeana,Trichilia pleeana,TRI2PL
AZ044,AZGEN044,36.6,11,3.5,1,Arecaceae,Bactris,major,Bactris major,BACTMA
AZ044,AZGEN044,36.6,10,3.18,2,Arecaceae,Bactris,major,Bactris major,BACTMA
AZ044,AZGEN044,37.6,8,2.55,1,Meliaceae,Trichilia,pleeana,Trichilia pleeana,TRI2PL
AZ044,AZGEN044,39.5,8,2.55,1,Meliaceae,Trichilia,pleeana,Trichilia pleeana,TRI2PL
AZ044,AZGEN044,42.2,10,3.18,1,Meliaceae,Trichilia,pleeana,Trichilia pleeana,TRI2PL
AZ044,AZGEN044,43.6,11,3.5,1,Meliaceae,Trichilia,pleeana,Trichilia pleeana,TRI2PL
AZ044,AZGEN044,44.5,10.5,3.34,1,Meliaceae,Trichilia,pleeana,Trichilia pleeana,TRI2PL
AZ044,AZGEN044,45.8,88.5,28.17,1,Fabaceae,Inga,laurina,Inga laurina,INGAFA
AZ044,AZGEN044,46.7,33,10.5,1,Acanthaceae,Trichanthera,gigantea,Trichanthera gigantea,TRI1GI
AZ044,AZGEN044,46.7,14,4.46,2,Acanthaceae,Trichanthera,gigantea,Trichanthera gigantea,TRI1GI
AZ044,AZGEN044,47.6,94,29.92,1,Menispermaceae,Hyperbaena,tonduzii,Hyperbaena tonduzii,HYPETO
AZ045,AZGEN045,2.1,46,14.64,1,Boraginaceae,Cordia,alliodora,Cordia alliodora,CORDAL
AZ045,AZGEN045,3.9,39,12.41,1,Boraginaceae,Cordia,alliodora,Cordia alliodora,CORDAL
AZ045,AZGEN045,5.2,41.8,13.31,1,Boraginaceae,Cordia,alliodora,Cordia alliodora,CORDAL
AZ045,AZGEN045,6.1,30.6,9.74,1,Anacardiaceae,Astronium,graveolens,Astronium graveolens,AST2GR
AZ045,AZGEN045,6.1,20,6.37,1,Fabaceae,Pithecellobium,hymenaeifolium,Pithecellobium hymenaeifolium,PIT1HY
AZ045,AZGEN045,6.1,18.6,5.92,1,Bignoniaceae,Bignonia,aequinoctialis,Bignonia aequinoctialis,
AZ045,AZGEN045,7.8,36.2,11.52,1,Salicaceae,Xylosma,panamensis,Xylosma panamensis,XYL2PA
AZ045,AZGEN045,7.8,29.8,9.49,2,Salicaceae,Xylosma,panamensis,Xylosma panamensis,XYL2PA
AZ045,AZGEN045,7.8,23,7.32,3,Salicaceae,Xylosma,panamensis,Xylosma panamensis,XYL2PA
AZ045,AZGEN045,7.8,23.6,7.51,4,Salicaceae,Xylosma,panamensis,Xylosma panamensis,XYL2PA
AZ045,AZGEN045,9.5,63.2,20.12,1,Boraginaceae,Cordia,alliodora,Cordia alliodora,CORDAL
AZ045,AZGEN045,10.8,53.2,16.93,1,Rubiaceae,Pittoniotis,trichantha,Pittoniotis trichantha,ANTITR
AZ045,AZGEN045,10.8,36.4,11.59,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ045,AZGEN045,11.6,11,3.5,1,Apocynaceae,Tabernaemontana,grandiflora,Tabernaemontana grandiflora,STEMGR
AZ045,AZGEN045,12,27,8.59,1,Apocynaceae,Thevetia,ahouai,Thevetia ahouai,THEVAH
AZ045,AZGEN045,13,9,2.86,1,Fabaceae,Vachellia,collinsii,Vachellia collinsii,ACACCO
AZ045,AZGEN045,15,91,28.97,1,Burseraceae,Bursera,simaruba,Bursera simaruba,BURSSI
AZ045,AZGEN045,15,28,8.91,1,Anacardiaceae,Astronium,graveolens,Astronium graveolens,AST2GR
AZ045,AZGEN045,16.7,7,2.23,1,Bignoniaceae,Bignonia,aequinoctialis,Bignonia aequinoctialis,
AZ045,AZGEN045,18,9,2.86,1,Melastomataceae,Miconia,octona,Miconia octona,CLIDOC
AZ045,AZGEN045,20,6,1.91,1,Menispermaceae,Hyperbaena,tonduzii,Hyperbaena tonduzii,HYPETO
AZ045,AZGEN045,20,17,5.41,1,Rubiaceae,Psychotria,carthagenensis,Psychotria carthagenensis,PSYCC3
AZ045,AZGEN045,21,10,3.18,1,Melastomataceae,Miconia,octona,Miconia octona,CLIDOC
AZ045,AZGEN045,21.4,8,2.55,1,Menispermaceae,Hyperbaena,tonduzii,Hyperbaena tonduzii,HYPETO
AZ045,AZGEN045,24.3,10,3.18,1,Fabaceae,Pithecellobium,hymenaeifolium,Pithecellobium hymenaeifolium,PIT1HY
AZ045,AZGEN045,25,5,1.59,1,Fabaceae,Pithecellobium,hymenaeifolium,Pithecellobium hymenaeifolium,PIT1HY
AZ045,AZGEN045,25,17,5.41,1,Fabaceae,Pithecellobium,hymenaeifolium,Pithecellobium hymenaeifolium,PIT1HY
AZ045,AZGEN045,25,16.9,5.38,2,Fabaceae,Pithecellobium,hymenaeifolium,Pithecellobium hymenaeifolium,PIT1HY
AZ045,AZGEN045,25,15,4.77,3,Fabaceae,Pithecellobium,hymenaeifolium,Pithecellobium hymenaeifolium,PIT1HY
AZ045,AZGEN045,25,12,3.82,4,Fabaceae,Pithecellobium,hymenaeifolium,Pithecellobium hymenaeifolium,PIT1HY
AZ045,AZGEN045,25,15,4.77,5,Fabaceae,Pithecellobium,hymenaeifolium,Pithecellobium hymenaeifolium,PIT1HY
AZ045,AZGEN045,25,15,4.77,6,Fabaceae,Pithecellobium,hymenaeifolium,Pithecellobium hymenaeifolium,PIT1HY
AZ045,AZGEN045,25,18,5.73,7,Fabaceae,Pithecellobium,hymenaeifolium,Pithecellobium hymenaeifolium,PIT1HY
AZ045,AZGEN045,26,43,13.69,1,Malvaceae,Guazuma,ulmifolia,Guazuma ulmifolia,GUAZUL
AZ045,AZGEN045,26,33,10.5,2,Malvaceae,Guazuma,ulmifolia,Guazuma ulmifolia,GUAZUL
AZ045,AZGEN045,26,21,6.68,3,Malvaceae,Guazuma,ulmifolia,Guazuma ulmifolia,GUAZUL
AZ045,AZGEN045,26,3.8,1.21,1,Combretaceae,Combretum,decandrum,Combretum decandrum,
AZ045,AZGEN045,27.5,12.2,3.88,1,Fabaceae,Pithecellobium,hymenaeifolium,Pithecellobium hymenaeifolium,PIT1HY
AZ045,AZGEN045,27.5,8,2.55,2,Fabaceae,Pithecellobium,hymenaeifolium,Pithecellobium hymenaeifolium,PIT1HY
AZ045,AZGEN045,27.5,27,8.59,1,Fabaceae,Pithecellobium,hymenaeifolium,Pithecellobium hymenaeifolium,PIT1HY
AZ045,AZGEN045,29.4,15,4.77,1,Fabaceae,Pithecellobium,hymenaeifolium,Pithecellobium hymenaeifolium,PIT1HY
AZ045,AZGEN045,29.4,8,2.55,2,Fabaceae,Pithecellobium,hymenaeifolium,Pithecellobium hymenaeifolium,PIT1HY
AZ045,AZGEN045,29.4,10,3.18,3,Fabaceae,Pithecellobium,hymenaeifolium,Pithecellobium hymenaeifolium,PIT1HY
AZ045,AZGEN045,29.4,6,1.91,4,Fabaceae,Pithecellobium,hymenaeifolium,Pithecellobium hymenaeifolium,PIT1HY
AZ045,AZGEN045,29.4,51,16.23,1,Malvaceae,Guazuma,ulmifolia,Guazuma ulmifolia,GUAZUL
AZ045,AZGEN045,30,18,5.73,1,Fabaceae,Pithecellobium,hymenaeifolium,Pithecellobium hymenaeifolium,PIT1HY
AZ045,AZGEN045,30,15.6,4.97,2,Fabaceae,Pithecellobium,hymenaeifolium,Pithecellobium hymenaeifolium,PIT1HY
AZ045,AZGEN045,30,21,6.68,3,Fabaceae,Pithecellobium,hymenaeifolium,Pithecellobium hymenaeifolium,PIT1HY
AZ045,AZGEN045,30,20.6,6.56,4,Fabaceae,Pithecellobium,hymenaeifolium,Pithecellobium hymenaeifolium,PIT1HY
AZ045,AZGEN045,32,34.6,11.01,1,Malvaceae,Guazuma,ulmifolia,Guazuma ulmifolia,GUAZUL
AZ045,AZGEN045,37,9,2.86,1,Fabaceae,Vachellia,collinsii,Vachellia collinsii,ACACCO
AZ045,AZGEN045,39,42,13.37,1,Malvaceae,Guazuma,ulmifolia,Guazuma ulmifolia,GUAZUL
AZ045,AZGEN045,39,41,13.05,1,Fabaceae,Pithecellobium,hymenaeifolium,Pithecellobium hymenaeifolium,PIT1HY
AZ045,AZGEN045,39,29,9.23,1,Malvaceae,Guazuma,ulmifolia,Guazuma ulmifolia,GUAZUL
AZ045,AZGEN045,39.2,5,1.59,1,Bixaceae,Bixa,orellana,Bixa orellana,BIXAOR
AZ045,AZGEN045,42.5,20,6.37,1,Malvaceae,Guazuma,ulmifolia,Guazuma ulmifolia,GUAZUL
AZ045,AZGEN045,40.8,23,7.32,1,Fabaceae,Vachellia,collinsii,Vachellia collinsii,ACACCO
AZ045,AZGEN045,44.8,9.2,2.93,1,Fabaceae,Pithecellobium,hymenaeifolium,Pithecellobium hymenaeifolium,PIT1HY
AZ045,AZGEN045,47,42,13.37,1,Malvaceae,Pochota,fendleri,Pochota fendleri,POCHQU
AZ045,AZGEN045,49.8,12,3.82,1,Fabaceae,Schnella,guianensis,Schnella guianensis,
AZ045,AZGEN045,49.8,9,2.86,1,Simaroubaceae,Homalolepis,cedron,Homalolepis cedron,SIM1CE
AZ045,AZGEN045,49.8,7,2.23,2,Simaroubaceae,Homalolepis,cedron,Homalolepis cedron,SIM1CE
AZ045,AZGEN045,48,36.4,11.59,1,Boraginaceae,Cordia,alliodora,Cordia alliodora,CORDAL
AZ046,AZGEN046,1,13,4.14,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ046,AZGEN046,1.1,20,6.37,1,Burseraceae,Bursera,simaruba,Bursera simaruba,BURSSI
AZ046,AZGEN046,1.1,10,3.18,2,Burseraceae,Bursera,simaruba,Bursera simaruba,BURSSI
AZ046,AZGEN046,2,9,2.86,1,Burseraceae,Bursera,simaruba,Bursera simaruba,BURSSI
AZ046,AZGEN046,2.1,10,3.18,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ046,AZGEN046,2.5,9,2.86,1,Malvaceae,Luehea,seemannii,Luehea seemannii,LUEHSE
AZ046,AZGEN046,2.7,8,2.55,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ046,AZGEN046,4,26,8.28,1,Burseraceae,Bursera,simaruba,Bursera simaruba,BURSSI
AZ046,AZGEN046,4.2,42,13.37,1,Bixaceae,Cochlospermum,vitifolium,Cochlospermum vitifolium,COCHVI
AZ046,AZGEN046,4.3,19,6.05,1,Burseraceae,Bursera,simaruba,Bursera simaruba,BURSSI
AZ046,AZGEN046,4.3,24,7.64,1,Boraginaceae,Cordia,alliodora,Cordia alliodora,CORDAL
AZ046,AZGEN046,4.4,10,3.18,1,Burseraceae,Bursera,simaruba,Bursera simaruba,BURSSI
AZ046,AZGEN046,6.1,30,9.55,1,Boraginaceae,Cordia,alliodora,Cordia alliodora,CORDAL
AZ046,AZGEN046,6.1,17,5.41,2,Boraginaceae,Cordia,alliodora,Cordia alliodora,CORDAL
AZ046,AZGEN046,6,8,2.55,1,Salicaceae,Casearia,laetioides,Casearia laetioides,ZUELGU
AZ046,AZGEN046,6.5,13,4.14,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ046,AZGEN046,8.6,8,2.55,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ046,AZGEN046,10.1,16.5,5.25,1,Fabaceae,Hymenaea,courbaril,Hymenaea courbaril,HYMECO
AZ046,AZGEN046,10.8,30.8,9.8,1,Burseraceae,Bursera,simaruba,Bursera simaruba,BURSSI
AZ046,AZGEN046,10.8,8,2.55,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ046,AZGEN046,13.6,8,2.55,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ046,AZGEN046,13.6,9.4,2.99,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ046,AZGEN046,13.7,38,12.1,1,Bixaceae,Cochlospermum,vitifolium,Cochlospermum vitifolium,COCHVI
AZ046,AZGEN046,13.8,40.2,12.8,1,Boraginaceae,Cordia,alliodora,Cordia alliodora,CORDAL
AZ046,AZGEN046,14,14,4.46,1,Apocynaceae,Thevetia,ahouai,Thevetia ahouai,THEVAH
AZ046,AZGEN046,14,8,2.55,2,Apocynaceae,Thevetia,ahouai,Thevetia ahouai,THEVAH
AZ046,AZGEN046,15.2,10.8,3.44,1,Apocynaceae,Thevetia,ahouai,Thevetia ahouai,THEVAH
AZ046,AZGEN046,15.2,10.2,3.25,2,Apocynaceae,Thevetia,ahouai,Thevetia ahouai,THEVAH
AZ046,AZGEN046,15.2,5.9,1.88,3,Apocynaceae,Thevetia,ahouai,Thevetia ahouai,THEVAH
AZ046,AZGEN046,16.7,13,4.14,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ046,AZGEN046,16.7,10,3.18,2,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ046,AZGEN046,16.7,8,2.55,3,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ046,AZGEN046,16.8,8,2.55,1,Fabaceae,Schnella,guianensis,Schnella guianensis,
AZ046,AZGEN046,19.1,10,3.18,1,Apocynaceae,Thevetia,ahouai,Thevetia ahouai,THEVAH
AZ046,AZGEN046,19.6,14,4.46,1,Apocynaceae,Thevetia,ahouai,Thevetia ahouai,THEVAH
AZ046,AZGEN046,19.6,11,3.5,1,Boraginaceae,Cordia,alliodora,Cordia alliodora,CORDAL
AZ046,AZGEN046,21.4,13.2,4.2,1,Fabaceae,Senna,hayesiana,Senna hayesiana,SENNHA
AZ046,AZGEN046,21.8,9.8,3.12,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ046,AZGEN046,21.8,7,2.23,2,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ046,AZGEN046,22.6,36.6,11.65,1,Bixaceae,Cochlospermum,vitifolium,Cochlospermum vitifolium,COCHVI
AZ046,AZGEN046,23,8,2.55,1,Apocynaceae,Thevetia,ahouai,Thevetia ahouai,THEVAH
AZ046,AZGEN046,23.1,66.2,21.07,1,Sapindaceae,Allophylus,psilospermus,Allophylus psilospermus,ALLOPS
AZ046,AZGEN046,24.3,24.8,7.89,1,Boraginaceae,Cordia,alliodora,Cordia alliodora,CORDAL
AZ046,AZGEN046,24.5,18,5.73,1,Burseraceae,Bursera,simaruba,Bursera simaruba,BURSSI
AZ046,AZGEN046,24.5,13,4.14,2,Burseraceae,Bursera,simaruba,Bursera simaruba,BURSSI
AZ046,AZGEN046,25,13,4.14,1,Boraginaceae,Cordia,collococca,Cordia collococca,CORDCO
AZ046,AZGEN046,25.6,6,1.91,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ046,AZGEN046,25.6,6,1.91,2,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ046,AZGEN046,27.8,9,2.86,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ046,AZGEN046,27.8,6,1.91,2,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ046,AZGEN046,33.2,7,2.23,1,Boraginaceae,Cordia,collococca,Cordia collococca,CORDCO
AZ046,AZGEN046,34,36,11.46,1,Boraginaceae,Cordia,alliodora,Cordia alliodora,CORDAL
AZ046,AZGEN046,33.6,6,1.91,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ046,AZGEN046,33.6,7.1,2.26,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ046,AZGEN046,34.5,51,16.23,1,Malpighiaceae,Byrsonima,crassifolia,Byrsonima crassifolia,BYRSCR
AZ046,AZGEN046,34.5,31,9.87,2,Malpighiaceae,Byrsonima,crassifolia,Byrsonima crassifolia,BYRSCR
AZ046,AZGEN046,35.6,9,2.86,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ046,AZGEN046,36.7,10,3.18,1,Boraginaceae,Cordia,alliodora,Cordia alliodora,CORDAL
AZ046,AZGEN046,36.7,9,2.86,2,Boraginaceae,Cordia,alliodora,Cordia alliodora,CORDAL
AZ046,AZGEN046,37.2,11,3.5,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ046,AZGEN046,37.2,7,2.23,2,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ046,AZGEN046,35.2,27,8.59,1,Rubiaceae,Pittoniotis,trichantha,Pittoniotis trichantha,ANTITR
AZ046,AZGEN046,38.6,12,3.82,1,Burseraceae,Bursera,simaruba,Bursera simaruba,BURSSI
AZ046,AZGEN046,42.1,7,2.23,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ046,AZGEN046,43.6,7,2.23,1,Melastomataceae,Miconia,argentea,Miconia argentea,MICOAR
AZ046,AZGEN046,43.6,5,1.59,2,Melastomataceae,Miconia,argentea,Miconia argentea,MICOAR
AZ046,AZGEN046,43.6,8,2.55,3,Melastomataceae,Miconia,argentea,Miconia argentea,MICOAR
AZ046,AZGEN046,42.3,38,12.1,1,Malpighiaceae,Byrsonima,crassifolia,Byrsonima crassifolia,BYRSCR
AZ046,AZGEN046,48.7,27.5,8.75,1,Salicaceae,Xylosma,panamensis,Xylosma panamensis,XYL2PA
AZ046,AZGEN046,48.7,5,1.59,2,Salicaceae,Xylosma,panamensis,Xylosma panamensis,XYL2PA
AZ046,AZGEN046,49.1,35,11.14,1,Fabaceae,Hymenaea,courbaril,Hymenaea courbaril,HYMECO
AZ046,AZGEN046,48,67,21.33,1,Malpighiaceae,Byrsonima,crassifolia,Byrsonima crassifolia,BYRSCR
AZ047,AZGEN047,2.5,40,12.73,1,Malpighiaceae,Byrsonima,crassifolia,Byrsonima crassifolia,BYRSCR
AZ047,AZGEN047,2.5,38.5,12.25,2,Malpighiaceae,Byrsonima,crassifolia,Byrsonima crassifolia,BYRSCR
AZ047,AZGEN047,3,39,12.41,1,Bixaceae,Cochlospermum,vitifolium,Cochlospermum vitifolium,COCHVI
AZ047,AZGEN047,4.2,32,10.19,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ047,AZGEN047,6.2,64,20.37,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ047,AZGEN047,12,71,22.6,1,Bixaceae,Cochlospermum,vitifolium,Cochlospermum vitifolium,COCHVI
AZ047,AZGEN047,12.6,38,12.1,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ047,AZGEN047,12.6,39,12.41,2,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ047,AZGEN047,12.6,36,11.46,3,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ047,AZGEN047,13,26,8.28,1,Malpighiaceae,Byrsonima,crassifolia,Byrsonima crassifolia,BYRSCR
AZ047,AZGEN047,15.6,53,16.87,1,Bixaceae,Cochlospermum,vitifolium,Cochlospermum vitifolium,COCHVI
AZ047,AZGEN047,19.3,60,19.1,1,Malpighiaceae,Byrsonima,crassifolia,Byrsonima crassifolia,BYRSCR
AZ047,AZGEN047,22,54,17.19,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ047,AZGEN047,22,49,15.6,2,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ047,AZGEN047,25,41,13.05,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ047,AZGEN047,26,24,7.64,1,Malpighiaceae,Byrsonima,crassifolia,Byrsonima crassifolia,BYRSCR
AZ047,AZGEN047,26,21,6.68,2,Malpighiaceae,Byrsonima,crassifolia,Byrsonima crassifolia,BYRSCR
AZ047,AZGEN047,30,19,6.05,1,Fabaceae,Ormosia,macrocalyx,Ormosia macrocalyx,ORMOMA
AZ047,AZGEN047,35.6,30,9.55,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ047,AZGEN047,36.9,17,5.41,1,Boraginaceae,Cordia,alliodora,Cordia alliodora,CORDAL
AZ047,AZGEN047,38.3,18,5.73,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ047,AZGEN047,40.2,41,13.05,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ047,AZGEN047,42.6,44,14.01,1,Malpighiaceae,Byrsonima,crassifolia,Byrsonima crassifolia,BYRSCR
AZ047,AZGEN047,42.6,25,7.96,2,Malpighiaceae,Byrsonima,crassifolia,Byrsonima crassifolia,BYRSCR
AZ047,AZGEN047,43.8,25,7.96,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ047,AZGEN047,45.6,20,6.37,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ047,AZGEN047,46.3,23,7.32,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ047,AZGEN047,48.6,28,8.91,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ047,AZGEN047,48.6,27,8.59,2,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ047,AZGEN047,48.6,22,7,3,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ047,AZGEN047,48.6,21,6.68,4,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ047,AZGEN047,49.7,37,11.78,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ048,AZGEN048,1,25,7.96,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ048,AZGEN048,1,27,8.59,2,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ048,AZGEN048,1.7,9,2.86,1,Fabaceae,Vachellia,collinsii,Vachellia collinsii,ACACCO
AZ048,AZGEN048,1.9,9.5,3.02,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ048,AZGEN048,2.1,10,3.18,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ048,AZGEN048,2.3,16.5,5.25,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ048,AZGEN048,3.6,18,5.73,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ048,AZGEN048,4.2,7,2.23,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ048,AZGEN048,3.6,5,1.59,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ048,AZGEN048,4.2,4.5,1.43,1,Boraginaceae,Cordia,alliodora,Cordia alliodora,CORDAL
AZ048,AZGEN048,4.3,41,13.05,1,Dilleniaceae,Curatella,americana,Curatella americana,CURAAM
AZ048,AZGEN048,4.3,40.8,12.99,2,Dilleniaceae,Curatella,americana,Curatella americana,CURAAM
AZ048,AZGEN048,5.4,21,6.68,1,Euphorbiaceae,Sapium,glandulosum,Sapium glandulosum,SAPIAU
